no2,co,so2,o3,pm10,pm25
1.57,0.0597,0.21,26.78,20.31,14.24
1.37,0.0601,0.38,26.77,14.25,10.01
1.55,0.0609,1.42,26.88,22.12,15.46
1.31,0.0569,1.32,26.72,20.22,14.07
1.34,0.0571,1.27,26.6,14.34,9.99
1.15,0.0586,0.42,26.68,24.37,16.73
1.37,0.0582,1.08,26.38,21.74,15.01
1.27,0.0589,2.27,26.47,15.65,10.82
1.61,0.0597,0.52,26.85,30.07,21.09
1.67,0.0613,1.53,26.93,24.0,16.82
1.41,0.0581,0.51,26.99,16.98,11.77
1.34,0.0585,0.83,27.22,13.99,9.64
1.19,0.0579,1.39,27.42,13.48,9.29
1.41,0.0584,0.48,27.07,13.46,9.41
1.36,0.0579,0.3,27.28,16.19,11.34
1.39,0.0613,0.2,27.27,14.99,10.44
1.6,0.0636,0.14,27.03,23.14,16.27
1.42,0.0665,0.14,27.28,19.85,13.94
1.44,0.0705,0.14,27.24,13.09,9.15
1.41,0.0739,0.13,27.37,20.54,14.26
1.57,0.0862,0.17,28.12,22.29,15.58
1.44,0.0903,0.22,27.18,19.05,13.57
1.43,0.0925,0.21,26.86,20.21,14.52
1.34,0.0906,0.14,26.85,25.74,18.44
1.36,0.0957,0.14,26.75,30.07,21.9
1.36,0.1005,0.14,27.27,28.03,20.61
1.36,0.1046,0.16,26.98,32.68,23.94
1.48,0.0981,0.17,27.09,37.17,27.07
1.58,0.0925,0.19,27.36,30.09,21.92
1.84,0.1044,0.19,27.55,31.38,22.77
1.68,0.0992,0.15,27.64,29.63,21.35
1.31,0.0999,0.13,27.63,30.39,21.67
1.31,0.099,0.15,27.67,34.99,25.09
1.61,0.0949,0.19,27.91,47.39,34.0
1.61,0.0958,0.19,27.79,32.08,22.97
1.73,0.1002,0.2,27.86,39.62,28.55
1.56,0.0964,0.15,28.03,31.69,22.83
1.82,0.1121,0.19,27.79,24.09,17.24
1.96,0.1049,0.19,26.85,29.55,21.0
1.8,0.093,0.19,26.87,23.9,17.01
1.68,0.0866,0.18,27.01,29.07,20.75
1.6,0.0843,0.15,27.14,20.75,14.8
1.62,0.082,0.14,27.2,30.89,21.94
1.87,0.0782,0.25,27.47,37.46,26.59
1.78,0.068,0.89,27.57,37.36,26.53
1.69,0.0632,0.75,27.84,20.18,14.36
1.31,0.0612,0.43,27.61,23.57,16.68
1.44,0.0656,0.49,27.4,21.84,15.48
1.6,0.0623,0.52,27.33,21.94,15.52
1.49,0.0618,0.42,27.19,27.95,19.64
1.3,0.0602,0.33,27.31,32.12,22.57
1.48,0.0607,0.41,27.34,19.92,14.04
1.64,0.0612,0.82,27.55,25.16,17.69
1.58,0.0609,0.45,28.06,25.17,17.75
1.35,0.0582,0.23,28.89,20.4,14.38
1.21,0.0584,0.18,29.05,28.92,20.32
1.64,0.057,0.17,28.0,20.54,14.52
1.5,0.0564,0.16,26.76,23.39,16.44
1.39,0.0578,0.23,27.22,22.15,15.46
1.63,0.061,0.34,28.21,28.02,19.61
1.55,0.0568,0.23,28.02,20.24,14.22
1.65,0.0609,0.45,27.57,20.37,14.36
1.61,0.0615,0.25,27.44,12.94,9.14
1.67,0.061,0.16,27.61,13.52,9.57
1.59,0.0648,0.62,27.84,31.27,22.02
1.57,0.0605,0.22,27.66,16.83,11.95
1.57,0.0605,0.35,27.34,14.13,10.01
1.5,0.0605,0.25,27.37,19.5,13.77
1.31,0.0627,0.26,27.2,21.2,14.97
1.35,0.0684,0.25,27.02,18.12,12.79
1.19,0.0739,0.26,27.11,15.96,11.26
1.44,0.0688,0.25,27.09,19.5,13.75
1.39,0.0647,0.19,27.22,16.69,11.76
1.62,0.0616,0.22,27.25,15.76,11.1
1.58,0.0627,0.48,27.1,19.94,13.98
1.58,0.0634,1.09,27.45,27.64,19.35
1.48,0.064,2.35,27.59,21.26,14.94
1.57,0.0662,0.95,26.96,19.43,13.72
1.66,0.0662,0.45,26.85,18.9,13.36
1.49,0.0663,0.15,26.61,22.86,16.05
1.82,0.0696,0.12,26.61,20.73,14.61
1.73,0.0856,0.13,27.8,26.41,18.59
1.46,0.113,0.13,27.6,31.7,22.31
1.45,0.148,0.14,27.8,46.76,32.92
1.51,0.152,0.15,27.49,39.79,28.21
1.71,0.1965,0.14,26.99,35.92,25.49
2.1,0.1663,0.16,26.95,35.24,25.01
1.98,0.1061,0.17,27.77,21.23,15.02
1.94,0.0942,0.23,28.43,26.37,18.58
2.0,0.0923,0.17,29.33,22.29,15.76
1.92,0.1022,0.14,29.14,38.18,27.11
1.75,0.1086,0.13,28.78,36.74,26.17
1.42,0.0921,0.12,28.14,36.78,26.14
1.45,0.1047,0.11,28.42,26.02,18.44
1.45,0.1392,0.12,28.71,40.09,28.4
1.47,0.2038,0.18,28.58,42.82,30.62
1.85,0.119,0.19,27.76,24.58,17.55
1.92,0.1024,0.3,27.68,26.8,19.07
1.56,0.1104,0.27,27.75,29.14,20.7
1.81,0.0931,0.38,28.27,28.33,20.05
1.74,0.0897,0.3,29.21,32.09,22.48
1.59,0.0929,0.26,32.66,30.72,21.3
1.68,0.0929,0.36,33.66,22.72,16.03
1.53,0.0841,0.32,32.09,25.02,17.47
1.5,0.0752,0.31,31.55,26.51,18.34
1.72,0.0695,0.2,30.41,25.75,17.78
1.89,0.0721,0.34,29.92,21.19,14.72
1.9,0.0728,0.34,30.22,23.92,16.67
1.42,0.0681,0.27,29.64,21.5,14.78
1.45,0.0659,0.2,30.75,16.32,11.15
1.37,0.0653,0.22,31.88,16.45,11.4
1.87,0.0683,0.31,31.1,21.92,15.2
2.0,0.0695,0.31,30.98,23.07,16.11
1.67,0.0695,0.31,30.14,31.44,21.68
1.78,0.0693,0.35,29.77,22.15,15.52
1.69,0.0694,0.34,30.03,16.04,11.34
1.7,0.0681,0.32,30.34,20.91,14.61
1.69,0.066,0.35,30.62,23.32,16.29
1.88,0.0676,0.34,30.41,28.89,20.21
1.72,0.0699,0.22,30.6,25.24,17.66
1.73,0.0684,0.32,31.17,23.32,16.23
1.78,0.0648,0.36,31.45,30.62,21.01
1.87,0.0698,0.32,32.11,25.98,17.54
2.19,0.0775,0.32,32.56,29.98,20.82
2.37,0.0735,0.21,35.2,30.05,21.11
3.16,0.0737,0.21,35.72,46.76,33.47
2.83,0.0769,0.18,34.28,59.4,42.5
2.2,0.0782,0.23,33.17,34.43,24.41
2.06,0.0797,0.24,32.14,35.85,25.33
1.83,0.0871,0.37,31.19,30.29,21.47
1.89,0.0804,0.35,30.09,30.72,21.72
1.74,0.0755,0.44,30.0,22.19,15.68
1.99,0.0724,0.35,31.29,30.35,20.96
1.81,0.0696,0.33,32.65,21.77,14.97
1.84,0.0721,0.34,32.54,25.55,17.53
1.69,0.0714,0.29,31.89,19.33,13.41
1.81,0.0787,0.32,31.46,15.76,11.07
1.98,0.0772,0.23,31.0,21.6,15.16
1.56,0.0811,0.43,31.02,17.08,11.97
1.8,0.0732,0.34,30.83,26.54,18.52
1.91,0.0771,0.16,32.72,24.25,17.06
2.64,0.0777,0.21,32.08,21.32,15.11
1.47,0.0772,0.39,30.65,19.45,13.7
1.53,0.076,0.58,30.82,15.93,11.17
1.78,0.0697,0.32,32.22,26.19,17.83
1.55,0.0706,0.34,33.54,20.13,13.59
1.78,0.0739,0.33,32.41,26.76,18.04
1.84,0.0714,0.29,34.13,22.32,15.22
1.92,0.0694,0.29,33.26,24.66,16.69
1.7,0.071,0.33,32.77,21.45,14.34
2.0,0.0704,0.35,33.16,24.02,16.41
1.78,0.0706,0.37,31.58,23.66,16.4
1.48,0.0702,0.35,30.61,21.99,15.15
1.32,0.0709,0.37,29.57,19.08,13.16
1.28,0.0708,0.39,29.31,13.68,9.59
1.84,0.0684,0.35,29.51,26.56,18.59
1.93,0.0695,0.3,29.27,24.42,17.21
1.63,0.0687,0.3,29.05,20.35,14.31
1.54,0.0667,0.52,28.96,23.77,16.51
1.77,0.0728,0.76,30.88,26.9,18.6
1.79,0.0704,0.32,31.87,30.36,20.83
1.65,0.0727,0.33,34.13,21.65,14.66
1.85,0.0715,0.34,33.4,32.57,21.7
1.62,0.0668,0.33,32.17,19.27,13.2
1.5,0.0649,0.36,31.49,18.1,12.29
1.39,0.0636,0.34,32.22,23.12,15.62
1.89,0.0688,0.36,31.34,27.08,18.07
1.5,0.072,0.35,33.76,24.74,16.01
1.19,0.0716,0.31,33.83,18.56,12.07
1.52,0.075,0.37,34.16,23.26,15.36
1.21,0.0765,0.31,33.65,17.75,11.86
1.58,0.0724,0.36,34.12,18.22,12.48
1.49,0.0736,0.33,33.83,17.06,11.6
1.4,0.0766,0.31,32.76,17.36,11.6
1.35,0.0792,0.32,31.86,19.03,12.64
1.38,0.0814,0.29,31.71,20.79,13.9
1.48,0.0796,0.28,34.04,25.62,16.73
1.67,0.072,0.3,34.87,27.53,18.21
1.68,0.0863,0.3,35.75,26.78,17.62
1.48,0.0867,0.28,36.74,15.97,10.81
1.22,0.0806,0.29,36.93,21.24,13.86
1.42,0.0793,0.3,36.01,22.12,14.44
1.88,0.086,0.3,35.69,25.97,17.81
2.45,0.0916,0.32,34.56,20.56,14.48
1.98,0.0925,0.39,34.16,26.99,19.02
2.26,0.0913,0.36,35.04,39.09,26.91
2.19,0.095,0.33,36.48,30.78,21.04
1.68,0.0883,0.31,36.18,29.95,20.15
1.23,0.0833,0.28,36.06,29.37,19.55
1.44,0.0811,0.35,35.52,21.92,14.89
1.56,0.0817,0.29,35.26,26.46,17.71
1.23,0.0852,0.25,34.84,28.33,18.04
1.38,0.0971,0.28,34.75,29.93,19.62
1.63,0.0914,0.28,34.26,28.77,19.61
1.88,0.0804,0.34,34.23,27.16,18.63
1.63,0.077,0.32,34.4,16.89,11.65
1.56,0.0777,0.32,35.44,23.72,16.22
1.99,0.0813,0.28,35.79,27.6,19.18
2.35,0.0807,0.28,37.07,41.42,28.67
1.72,0.0758,0.31,34.66,23.77,16.09
1.76,0.0718,0.3,34.0,33.15,22.27
2.16,0.0736,0.29,32.95,35.13,24.31
2.06,0.0805,0.26,34.03,31.1,21.64
1.63,0.0896,0.22,34.85,28.27,19.59
1.29,0.0951,0.24,35.21,25.47,16.81
1.18,0.0874,0.27,36.48,28.44,18.94
1.29,0.0913,0.28,36.76,29.12,19.5
1.13,0.0917,0.28,36.54,24.9,16.41
1.24,0.0902,0.27,34.52,20.76,14.06
1.34,0.0834,0.27,33.72,32.7,22.51
1.5,0.0854,0.29,33.99,42.62,29.34
1.32,0.0921,0.25,35.36,27.82,18.94
1.05,0.0885,0.25,36.11,27.15,17.2
1.18,0.0875,0.29,35.39,32.99,21.03
1.27,0.0874,0.27,35.74,26.78,17.39
1.16,0.0839,0.29,34.25,28.35,18.28
1.37,0.0775,0.29,34.11,22.54,14.89
1.67,0.0762,0.25,33.74,22.62,15.16
1.73,0.0736,0.23,32.57,17.57,12.07
2.22,0.0762,0.29,32.92,27.55,18.63
2.03,0.0753,0.34,33.93,24.81,17.12
2.37,0.0756,0.28,33.21,28.98,20.17
2.16,0.0741,0.3,32.75,26.42,18.52
1.48,0.075,0.27,33.84,16.52,11.4
1.42,0.073,0.26,33.38,17.38,11.92
1.34,0.0708,0.28,33.06,13.36,9.22
1.72,0.0691,0.31,33.61,19.06,13.14
1.58,0.07,0.33,34.18,20.63,14.36
2.53,0.0726,0.38,34.45,32.17,22.84
2.72,0.075,0.35,34.36,47.62,33.89
1.91,0.0738,0.36,35.07,22.52,15.79
2.55,0.0757,0.36,35.27,36.47,25.81
2.32,0.0744,0.27,34.79,33.19,23.09
2.05,0.0744,0.28,34.08,32.6,23.21
2.04,0.0752,0.27,33.58,32.23,22.79
1.19,0.0734,0.24,33.2,18.44,12.72
1.3,0.0736,0.29,36.69,19.79,13.02
1.16,0.0815,0.27,39.25,19.02,12.28
1.14,0.0812,0.27,38.52,16.78,10.98
1.74,0.0799,0.29,37.15,20.83,13.96
1.69,0.0808,0.25,37.34,22.14,14.98
1.31,0.0779,0.22,36.56,19.96,13.59
1.34,0.0776,0.28,35.48,27.12,18.15
1.09,0.0891,0.25,37.11,25.63,16.56
1.36,0.0889,0.24,38.17,23.2,15.53
1.81,0.0893,0.32,33.54,45.14,31.49
1.47,0.0798,0.32,32.94,17.22,11.94
1.35,0.0714,0.27,31.21,18.83,12.68
1.16,0.0744,0.22,33.76,18.18,12.26
1.16,0.0753,0.25,33.52,19.69,12.8
1.37,0.0753,0.27,34.02,21.94,14.52
1.37,0.0787,0.26,33.92,29.62,19.74
1.35,0.0797,0.28,34.31,23.21,15.74
1.42,0.0762,0.27,33.41,24.0,16.15
1.23,0.0758,0.3,33.66,23.84,15.67
1.18,0.0736,0.27,33.72,18.61,12.3
1.51,0.0734,0.25,28.65,15.83,10.59
1.89,0.0758,0.26,30.57,24.99,16.73
1.69,0.0724,0.29,31.39,27.35,18.56
1.45,0.0694,0.27,31.74,15.87,10.93
1.45,0.0685,0.28,31.64,18.58,12.25
1.71,0.0712,0.33,33.72,21.21,14.34
1.51,0.0719,0.29,34.37,19.88,13.48
0.86,0.0734,0.27,33.41,19.51,12.84
1.03,0.0738,0.3,33.3,23.1,15.52
1.34,0.0681,0.27,32.54,26.57,17.7
1.54,0.0724,0.28,37.07,28.39,18.99
1.57,0.0787,0.28,38.02,28.21,19.06
1.34,0.074,0.33,36.52,39.62,26.76
1.16,0.0749,0.32,34.93,29.49,19.63
0.93,0.0751,0.29,34.83,23.91,15.68
1.58,0.0756,0.33,32.79,36.51,24.71
1.7,0.0743,0.31,33.25,73.82,50.17
1.12,0.0749,0.3,32.93,61.56,42.21
1.27,0.0755,0.32,34.18,40.93,28.77
1.11,0.0744,0.33,33.34,37.16,26.12
1.24,0.0727,0.33,34.05,31.59,22.02
1.14,0.0732,0.33,33.41,54.17,37.13
1.16,0.0723,0.33,32.74,61.61,43.5
1.27,0.0736,0.28,33.31,55.31,38.77
1.31,0.0692,0.32,32.91,57.97,41.03
1.39,0.07,0.33,33.18,53.41,38.29
1.24,0.0773,0.29,31.72,31.17,22.26
1.81,0.0802,0.25,29.54,31.86,22.62
1.6,0.0747,0.23,27.87,33.59,23.86
1.31,0.0612,0.4,27.19,32.95,23.37
0.96,0.0579,1.11,25.12,30.75,21.45
1.08,0.0604,0.26,25.31,21.39,14.92
1.11,0.0652,0.31,30.47,20.7,14.48
1.01,0.0661,0.28,32.51,16.83,11.57
0.78,0.0647,0.27,31.5,13.93,9.4
0.87,0.065,0.31,31.56,19.61,13.02
1.04,0.0637,0.28,31.58,20.7,13.85
1.13,0.0632,0.24,32.66,20.13,13.59
1.06,0.064,0.25,31.87,19.5,13.4
1.0,0.0648,0.25,32.05,18.58,12.79
1.1,0.0611,0.24,32.04,19.02,12.98
1.27,0.0645,0.3,31.09,21.64,14.63
1.24,0.0631,0.26,32.17,25.66,17.56
1.42,0.0616,0.25,32.63,32.72,22.73
1.29,0.0577,0.17,29.25,18.28,12.59
1.41,0.0584,0.22,27.83,13.46,9.3
1.17,0.06,0.26,28.39,18.26,12.46
1.08,0.0639,0.37,28.59,14.85,10.12
1.4,0.0666,0.23,29.58,17.68,12.19
1.4,0.0713,0.26,29.91,16.24,11.19
1.47,0.0669,0.39,30.85,20.94,14.64
1.79,0.067,0.28,31.78,24.07,16.82
1.56,0.066,0.19,29.31,20.25,14.24
1.58,0.0648,0.23,28.39,19.72,13.85
1.81,0.0639,0.92,27.46,17.55,12.35
1.61,0.0627,0.28,26.81,23.01,16.12
1.37,0.0598,0.2,27.81,15.82,10.99
1.57,0.0581,0.27,29.44,18.24,12.6
1.64,0.0568,0.27,29.29,13.61,9.6
2.03,0.057,0.25,29.45,24.03,16.76
1.45,0.0571,0.21,29.11,22.48,15.73
1.77,0.0611,0.24,28.77,28.15,19.77
1.42,0.0586,0.21,28.27,23.96,16.88
1.25,0.0627,0.24,27.71,18.1,12.74
1.27,0.0599,0.22,27.05,14.22,10.02
1.26,0.0607,0.3,26.95,16.29,11.49
1.32,0.0598,0.37,26.8,13.15,9.3
1.32,0.0608,0.37,26.66,17.34,12.23
1.81,0.0618,0.53,26.48,26.88,18.77
1.56,0.056,1.0,26.2,27.57,18.83
1.48,0.0547,0.97,26.14,31.28,20.95
1.69,0.055,0.77,25.96,30.56,20.64
1.54,0.054,0.62,26.05,23.01,15.53
1.48,0.0541,0.2,26.11,26.9,18.37
1.21,0.0521,0.19,25.59,19.47,13.26
1.51,0.0525,0.26,26.06,16.89,11.77
1.33,0.0528,0.21,26.58,17.97,12.25
1.23,0.0531,0.2,27.21,20.16,13.51
1.09,0.0534,0.25,27.04,16.49,11.0
1.43,0.0532,0.16,26.47,22.73,15.4
1.46,0.0536,0.22,26.73,23.5,16.18
1.04,0.0543,0.25,26.59,17.39,11.96
1.44,0.0534,0.22,26.7,18.46,12.72
1.63,0.055,0.26,26.86,19.96,13.74
1.45,0.0537,0.24,27.57,18.76,12.82
1.58,0.0536,0.21,26.87,30.63,20.55
1.41,0.0519,0.17,27.05,15.91,10.65
1.27,0.0519,0.18,27.25,23.0,15.61
1.61,0.0544,0.35,26.49,19.95,13.78
1.53,0.0573,0.29,26.33,24.07,16.73
1.43,0.0566,0.26,26.28,34.24,23.89
1.66,0.0568,0.51,26.3,29.74,20.88
1.33,0.0537,0.37,26.47,27.4,19.16
1.32,0.0562,0.35,26.94,27.06,18.96
1.47,0.0601,0.18,26.76,26.86,18.89
1.73,0.0588,0.18,26.73,21.06,14.83
1.7,0.0619,0.22,27.03,15.86,11.2
1.51,0.0562,0.22,27.34,14.88,10.5
1.48,0.0568,0.2,27.68,18.99,13.42
1.62,0.0616,0.17,27.66,19.01,13.46
1.69,0.0662,0.22,27.18,14.35,10.16
1.66,0.0647,0.43,27.13,23.17,16.25
1.85,0.0609,0.4,26.52,20.74,14.44
1.61,0.0555,0.25,26.42,22.16,15.31
1.55,0.0537,1.06,25.79,23.36,16.34
1.78,0.0523,0.34,25.68,16.02,11.3
1.41,0.0544,0.32,25.48,14.08,9.88
1.28,0.0536,0.23,25.68,16.43,11.44
1.32,0.0566,0.27,25.57,16.69,11.7
1.45,0.0551,0.31,25.55,17.51,12.26
1.53,0.0515,2.42,25.36,21.98,15.32
1.65,0.0528,1.28,25.57,28.22,19.43
1.39,0.0515,0.39,26.17,26.12,17.89
1.59,0.053,0.4,26.51,22.57,15.56
1.71,0.0559,0.31,26.41,17.2,11.96
1.42,0.0585,0.13,26.28,20.83,14.48
1.54,0.0622,0.1,26.37,23.09,16.11
1.43,0.0644,0.11,25.96,19.75,13.75
1.36,0.0694,0.14,25.57,22.44,15.41
1.41,0.072,0.14,25.79,26.44,17.99
1.52,0.067,0.17,26.17,26.72,18.22
1.66,0.0709,0.15,26.45,23.15,15.96
2.0,0.0754,0.17,26.8,31.17,22.16
1.86,0.0748,0.19,26.67,19.49,14.01
1.71,0.0772,0.37,26.76,30.7,22.12
1.39,0.0665,0.26,26.66,27.52,19.55
1.46,0.0661,0.11,26.52,30.45,21.43
1.53,0.0655,0.12,26.29,25.37,17.99
1.54,0.0761,0.15,26.0,27.68,19.62
1.58,0.0762,0.15,26.19,22.78,16.08
1.88,0.0768,0.18,26.19,31.93,22.36
1.95,0.0825,0.18,26.36,24.6,17.43
1.89,0.0803,0.2,26.23,29.88,21.21
1.92,0.0842,0.17,26.09,32.02,22.89
1.82,0.0868,0.17,26.06,21.04,15.07
1.76,0.0833,0.16,25.77,24.42,17.49
1.52,0.0824,0.15,25.67,29.87,21.31
1.66,0.0808,0.19,26.27,22.87,16.19
1.36,0.0764,0.29,26.2,18.78,13.29
1.27,0.0758,0.26,26.07,34.48,24.95
1.13,0.0686,0.21,25.98,33.86,24.45
1.41,0.0715,0.26,26.01,27.38,19.69
1.68,0.0641,0.22,26.3,24.64,17.43
1.52,0.0589,0.18,25.66,19.55,13.67
1.38,0.0597,0.18,25.61,16.4,11.52
1.64,0.0591,0.19,25.85,22.14,15.63
1.94,0.0625,0.21,26.03,34.66,24.62
1.77,0.0645,0.22,25.93,44.69,31.79
1.68,0.0604,0.22,25.83,30.94,22.03
1.45,0.0654,0.25,25.85,24.81,17.64
1.58,0.0665,0.15,25.92,24.21,17.14
1.7,0.0732,0.15,25.9,16.19,11.42
1.86,0.0716,0.24,26.1,23.36,16.4
1.68,0.0661,0.26,26.72,25.66,17.87
1.57,0.0873,0.21,26.9,19.14,13.41
1.84,0.0964,0.18,27.13,29.53,20.8
1.79,0.0946,0.17,26.64,24.12,17.0
1.97,0.0861,0.2,25.96,22.15,15.59
1.66,0.0612,0.41,26.43,25.67,17.88
1.58,0.0604,0.26,26.35,20.72,14.21
1.87,0.0624,0.23,25.92,25.21,17.27
1.48,0.0663,0.24,25.86,22.24,15.39
1.66,0.0636,0.22,25.49,17.5,12.22
2.11,0.0636,0.19,25.3,24.14,16.98
1.78,0.0634,0.14,25.08,28.58,20.01
1.73,0.0769,0.11,25.05,21.42,15.0
1.71,0.1005,0.1,24.99,20.18,14.14
1.98,0.1054,0.14,25.09,16.73,11.79
1.9,0.1157,0.18,25.68,24.29,17.13
2.22,0.1196,0.17,26.38,22.86,16.18
2.01,0.1102,0.1,26.8,32.87,23.25
2.07,0.0898,0.12,26.33,23.79,16.9
2.01,0.0991,0.14,25.94,28.17,20.1
2.02,0.1129,0.22,26.26,38.75,27.7
1.76,0.1046,0.25,26.25,39.25,28.13
1.65,0.1363,0.14,26.25,21.18,15.08
1.54,0.1227,0.12,26.13,23.15,16.44
1.5,0.1335,0.16,25.92,22.98,16.33
1.96,0.1274,0.16,26.22,35.54,25.38
2.47,0.1024,0.17,26.11,29.12,20.76
2.15,0.0968,0.19,26.06,26.79,19.03
1.99,0.1046,0.22,25.93,23.15,16.43
1.76,0.0997,0.42,26.12,26.2,18.57
1.77,0.089,0.71,26.05,31.47,22.23
1.76,0.0832,0.43,26.01,21.5,15.22
1.82,0.0784,0.2,26.1,20.36,14.42
1.89,0.0826,0.18,26.39,22.75,16.08
1.91,0.1064,0.14,26.5,22.06,15.63
1.52,0.088,0.14,26.05,25.77,18.25
1.77,0.0847,0.17,25.71,17.21,12.19
1.37,0.0814,0.15,25.71,14.72,10.4
1.86,0.0808,0.15,25.95,20.9,14.8
2.0,0.0835,0.13,25.96,24.16,17.11
1.71,0.0832,0.12,26.23,14.3,10.12
1.71,0.0959,0.15,26.42,19.84,14.01
1.77,0.0943,0.2,26.26,14.26,10.11
2.05,0.0771,0.2,25.89,21.68,15.34
1.57,0.0632,0.21,25.73,25.99,18.3
2.11,0.0609,0.22,25.1,29.2,20.6
1.89,0.0615,0.31,24.69,25.46,17.9
2.01,0.061,0.25,24.76,23.87,16.78
1.92,0.0612,0.22,24.69,28.84,20.23
1.71,0.0623,0.45,24.75,31.19,21.95
1.65,0.0594,0.37,25.18,27.88,19.56
1.52,0.0639,0.45,25.27,25.45,17.93
1.49,0.0653,0.28,26.49,20.11,14.04
1.55,0.0606,0.27,27.05,18.06,12.7
1.28,0.0651,0.47,26.46,16.1,11.32
1.19,0.0629,0.35,26.21,12.51,8.75
1.51,0.0606,0.27,26.06,15.22,10.7
1.48,0.0618,0.33,25.93,18.16,12.67
1.49,0.0625,0.31,25.64,21.93,14.95
1.64,0.0608,0.26,25.97,18.93,12.93
1.41,0.0578,0.2,25.59,19.74,13.53
1.32,0.0631,0.39,24.98,18.92,13.22
1.53,0.0674,0.45,25.5,21.42,14.99
1.45,0.0675,0.48,26.09,13.94,9.69
1.27,0.0668,0.44,26.63,17.53,12.1
1.44,0.0651,0.59,27.41,20.23,13.93
1.28,0.0644,0.4,27.54,20.84,14.07
1.64,0.0639,0.31,27.26,19.92,13.59
1.65,0.069,0.48,27.39,27.21,18.57
1.74,0.0674,0.39,27.35,27.05,18.19
1.55,0.0694,0.34,27.19,16.88,11.35
1.7,0.0648,0.35,27.42,19.53,13.37
1.99,0.0669,0.3,28.07,20.12,14.18
2.23,0.0707,0.33,28.18,27.96,19.71
1.94,0.0701,0.26,27.36,23.39,16.5
1.53,0.0695,0.28,26.71,16.11,11.38
1.61,0.0703,0.29,26.99,21.56,15.16
2.13,0.0756,0.43,27.73,28.02,19.39
2.22,0.0784,0.21,31.16,27.63,19.05
2.01,0.0725,0.14,30.66,23.8,16.5
1.78,0.0725,0.13,30.97,23.97,16.75
2.29,0.0774,0.23,31.34,32.15,22.5
2.32,0.0861,0.51,30.78,31.91,22.26
1.92,0.0915,0.32,28.89,24.93,17.48
1.62,0.0706,0.2,27.48,21.32,14.94
1.68,0.0658,0.32,27.33,23.95,16.48
1.59,0.0662,0.35,27.19,19.81,13.33
1.54,0.0676,0.4,28.23,18.91,12.85
1.76,0.0677,0.41,27.99,22.15,14.85
1.85,0.0715,0.43,29.35,28.9,19.51
1.92,0.065,0.38,29.81,23.97,16.39
2.02,0.0612,0.24,28.51,24.83,17.16
1.81,0.064,0.35,28.15,24.67,16.89
1.99,0.0677,0.42,27.49,22.83,15.75
2.09,0.0698,0.39,27.68,25.2,17.45
1.63,0.0686,0.38,27.98,16.27,11.13
1.57,0.0655,0.35,28.85,17.24,11.87
1.87,0.0676,0.43,28.49,28.48,19.88
1.86,0.0659,0.33,27.85,30.17,20.72
2.05,0.0644,0.39,27.45,26.87,18.57
2.01,0.0675,0.35,28.04,21.15,14.51
1.66,0.0654,0.34,30.22,21.85,14.82
1.53,0.0662,0.36,30.49,16.5,11.28
1.72,0.0667,0.36,28.87,17.9,12.12
1.77,0.0663,0.31,29.88,19.33,13.08
1.56,0.0678,0.36,30.9,25.34,16.93
1.63,0.0762,0.43,31.11,19.0,12.62
1.86,0.0727,0.35,32.07,20.39,13.64
1.61,0.0695,0.33,31.68,21.17,13.75
1.51,0.0707,0.33,31.5,25.9,16.55
1.67,0.071,0.25,30.75,21.96,14.73
1.8,0.0635,0.24,27.81,20.47,14.08
1.73,0.0636,0.26,27.65,21.21,14.49
1.99,0.0652,0.35,28.15,25.32,17.58
2.4,0.0694,0.41,28.73,22.2,15.48
2.04,0.0666,0.4,29.02,21.42,14.66
1.39,0.0654,0.4,29.9,19.57,13.17
1.12,0.0691,0.37,31.53,13.43,9.12
1.34,0.0755,0.47,35.48,14.28,9.6
1.69,0.078,0.24,35.88,20.7,14.15
2.06,0.069,0.21,34.2,17.69,12.43
1.95,0.0739,0.29,32.52,18.66,13.13
1.76,0.0638,0.3,31.67,22.2,15.35
1.72,0.0645,0.44,28.95,16.19,11.01
1.66,0.0622,0.44,31.19,24.37,16.32
1.69,0.0621,0.43,33.26,16.73,11.42
1.85,0.0729,0.4,31.95,18.66,12.74
1.7,0.0771,0.35,33.58,22.42,15.21
1.77,0.0755,0.36,33.28,24.42,16.53
2.08,0.0748,0.32,33.41,23.43,15.95
2.16,0.0706,0.38,33.38,29.0,19.38
1.89,0.0677,0.34,33.2,23.92,16.11
1.55,0.0675,0.31,33.36,20.45,13.89
1.36,0.075,0.34,34.76,13.5,9.31
1.46,0.0909,0.36,34.54,18.06,12.18
1.56,0.0989,0.32,35.63,18.16,12.33
1.55,0.0873,0.29,35.06,20.28,13.74
1.64,0.0751,0.29,35.13,20.95,14.15
1.71,0.0682,0.33,33.83,23.17,15.5
1.88,0.0742,0.37,32.0,29.03,19.16
1.3,0.0747,0.32,32.54,20.14,13.04
1.11,0.0786,0.32,35.24,14.39,9.4
1.37,0.0774,0.3,34.53,20.2,13.18
1.86,0.0718,0.32,34.9,28.95,19.42
2.23,0.0763,0.38,33.87,35.2,23.31
1.92,0.076,0.33,33.8,30.51,20.24
1.91,0.079,0.29,35.04,27.91,18.92
1.47,0.0841,0.27,35.09,20.03,13.99
1.88,0.0766,0.21,34.53,21.24,14.98
1.5,0.0748,0.2,31.84,21.4,15.08
1.01,0.0681,0.22,29.79,12.28,8.47
1.58,0.0656,0.31,29.18,17.13,11.55
